# Undirected graph: file1.txt
# Random graph generator
# Nodes: 1006 Edges: 2461
# FromNodeId	ToNodeId
96	666
96	790
96	899
97	37
97	224
97	545
98	30
98	35
98	68
98	161
98	506
98	550
98	904
99	32
99	240
99	306
99	544
99	938
100	300
101	528
101	941
102	122
102	343
102	361
102	537
102	597
102	935
103	77
103	542
103	607
103	859
104	60
104	274
104	283
104	301
105	292
105	436
105	491
105	700
106	10
106	138
106	373
106	601
106	681
106	819
106	933
107	179
107	326
107	934
108	36
108	435
108	776
108	986
109	112
109	288
109	462
110	244
110	693
110	734
110	996
111	208
111	297
111	400
111	443
111	586
111	669
111	672
111	691
111	698
111	906
111	980
111	1001
112	109
112	119
112	222
113	81
113	523
113	626
113	747
113	836
114	898
114	1004
115	48
115	188
115	262
115	440
116	178
116	312
116	424
116	450
116	504
116	698
117	390
117	468
117	586
117	595
117	765
117	988
118	202
118	237
118	436
118	544
118	967
119	47
119	112
119	145
119	247
120	274
120	537
120	861
120	894
121	438
121	479
121	562
121	918
121	995
122	102
122	269
122	343
122	409
122	432
122	571
122	651
122	783
122	925
122	936
123	180
123	373
123	403
124	136
124	143
124	179
124	318
124	322
124	378
124	391
124	449
124	531
124	829
124	958
125	557
125	711
125	909
126	324
126	527
126	571
126	915
126	985
127	32
127	404
127	883
127	923
128	54
128	311
128	319
128	327
128	505
128	877
129	283
129	308
129	329
129	525
129	535
129	738
129	832
130	279
130	382
130	565
131	244
131	271
132	16
132	263
132	332
132	710
133	349
133	814
134	71
134	85
134	523
134	533
134	617
134	952
135	195
135	243
135	297
135	323
135	780
135	840
135	864
136	59
136	124
136	168
136	524
136	550
136	694
136	812
137	11
137	252
137	406
138	16
138	28
138	106
138	166
138	215
138	547
138	705
138	999
139	315
139	424
139	690
139	757
140	52
140	179
140	300
140	554
140	699
140	828
140	848
141	654
141	870
142	40
142	173
142	391
142	484
142	637
142	684
143	124
143	177
143	218
143	592
143	648
144	7
144	53
144	431
144	525
144	526
144	784
145	119
146	349
146	474
146	617
146	642
146	667
146	761
146	808
146	847
147	227
147	267
147	696
147	766
147	782
148	214
148	240
149	164
149	259
149	333
149	415
149	419
149	437
149	476
149	577
149	685
150	418
151	213
151	228
151	249
151	800
152	588
152	736
153	65
153	441
153	776
153	926
154	265
154	573
154	579
154	793
155	262
155	324
155	645
155	762
156	230
156	654
156	736
156	775
156	886
157	198
157	233
157	296
157	360
157	362
157	457
157	711
157	833
157	867
158	76
158	254
158	359
158	449
158	538
158	910
158	960
159	374
159	462
159	607
159	854
159	887
160	281
160	339
160	423
161	98
161	436
161	693
162	920
163	40
163	797
164	37
164	149
164	423
164	665
165	1
165	436
165	624
165	823
165	830
165	859
166	138
166	256
167	60
167	554
167	580
167	639
167	732
167	801
167	994
168	136
168	345
168	713
168	805
168	839
169	469
169	736
170	86
170	532
170	707
170	773
170	901
171	335
171	353
171	519
171	560
171	622
171	710
172	277
172	327
172	350
172	899
172	930
173	25
173	142
173	305
173	547
173	659
173	743
173	771
174	40
174	566
175	405
175	480
175	736
175	755
175	756
176	17
176	21
176	461
176	812
176	917
177	143
177	226
177	597
177	657
177	782
178	116
178	330
178	404
178	474
178	497
178	747
178	966
179	51
179	107
179	124
179	140
179	818
179	827
180	123
180	221
180	464
180	494
180	601
180	959
181	59
181	484
181	746
182	665
182	690
182	870
182	972
183	185
183	276
183	318
183	559
183	840
184	243
184	442
184	636
184	850
184	947
184	957
185	76
185	183
185	375
185	417
185	911
185	922
185	951
186	13
186	208
186	346
186	400
186	452
186	715
186	739
186	829
187	242
187	565
187	811
188	50
188	62
188	115
188	307
188	418
188	472
188	629
188	789
188	924
189	436
189	588
189	846
189	909
189	990
190	34
190	199
190	484
190	924
191	45
191	425
191	560
191	665
191	877
192	527
193	665
193	780
193	931
193	945
193	967
194	64
194	385
194	463
194	795
194	831
195	135
195	489
196	61
196	257
196	382
196	490
196	752
196	844
197	425
197	457
197	495
197	747
197	866
197	976
198	157
198	583
198	730
198	821
198	846
199	57
199	190
199	351
199	774
200	204
200	282
200	582
200	716
200	959
201	91
201	312
201	561
201	673
201	771
202	24
202	118
202	440
202	554
202	782
202	813
202	884
203	606
204	200
204	277
204	449
204	471
204	574
204	988
205	311
205	429
205	445
205	449
206	228
206	562
207	245
207	385
207	483
207	775
208	20
208	78
208	111
208	186
208	227
208	419
208	753
209	86
209	622
209	624
209	743
209	835
209	891
210	803
211	31
211	52
211	363
211	388
211	589
211	621
211	666
212	226
212	274
212	561
213	151
213	254
213	854
214	70
214	148
214	566
214	840
215	91
215	138
215	608
216	60
216	63
216	83
216	400
216	528
216	834
216	908
217	241
217	352
217	478
217	484
217	512
217	514
217	851
218	143
218	257
218	284
218	589
218	724
218	821
218	874
219	534
219	826
219	828
219	889
219	904
220	64
220	78
220	643
220	658
220	972
221	180
221	296
221	311
221	341
221	372
221	392
221	568
221	575
221	655
222	112
222	232
222	260
222	265
222	468
223	319
223	685
223	837
223	936
224	97
224	240
224	395
224	681
224	747
224	871
224	882
225	606
225	611
225	666
226	64
226	82
226	177
226	212
226	248
226	303
226	422
226	526
226	713
227	147
227	208
227	254
227	465
227	482
227	519
227	724
228	151
228	206
228	714
229	411
229	682
229	774
229	899
230	156
230	654
231	4
231	326
231	388
231	648
231	905
232	90
232	222
232	284
232	363
232	676
232	698
232	782
232	950
233	55
233	157
233	341
233	707
234	401
234	440
234	804
234	954
234	984
235	79
235	335
235	661
235	791
235	898
235	971
236	501
236	540
236	548
236	702
236	778
236	833
237	78
237	118
237	547
237	631
238	18
238	496
238	707
238	819
238	849
238	887
238	891
239	43
239	741
240	99
240	148
240	224
240	314
240	317
240	598
240	715
240	805
241	59
241	217
241	309
241	380
241	389
241	526
241	668
241	803
242	187
242	616
242	716
243	135
243	184
243	372
243	377
243	809
243	944
244	110
244	131
244	840
244	847
245	7
245	207
245	365
245	714
246	251
246	256
246	488
246	557
246	760
246	845
246	931
246	948
246	968
247	119
247	602
247	677
247	685
247	828
247	893
248	226
248	898
248	915
249	151
249	371
249	518
249	757
250	11
250	306
250	470
250	571
250	926
251	65
251	246
251	461
251	739
252	80
252	137
252	332
252	403
252	975
253	255
253	565
253	786
254	158
254	213
254	227
254	425
254	538
254	614
254	658
254	763
255	253
255	428
255	431
255	897
255	940
255	996
256	74
256	166
256	246
256	735
256	890
257	196
257	218
257	358
257	675
258	401
258	506
258	867
259	91
259	149
259	823
260	222
260	851
261	0
261	268
261	889
262	115
262	155
263	75
263	132
263	283
263	328
263	362
263	473
263	528
263	854
264	728
264	867
265	11
265	154
265	222
265	569
265	709
266	38
266	337
266	717
266	758
267	147
267	940
268	261
268	461
268	705
268	978
269	43
269	95
269	122
269	445
269	609
269	623
269	946
270	18
270	288
271	60
271	68
271	75
271	131
271	451
271	645
271	820
272	628
272	927
273	299
273	316
273	429
274	104
274	120
274	212
274	304
275	50
275	709
275	959
276	183
276	561
276	932
277	172
277	204
277	428
277	434
277	618
277	876
277	991
278	314
278	441
278	487
278	506
278	757
278	777
279	80
279	130
279	445
279	692
279	784
279	1004
280	78
280	326
280	500
280	704
280	712
281	160
281	392
281	716
281	966
282	200
282	475
282	741
283	104
283	129
283	263
283	829
284	218
284	232
284	411
284	422
284	423
285	684
285	687
285	736
285	784
285	824
285	837
286	416
286	650
286	671
286	696
286	910
287	723
288	52
288	109
288	270
288	416
288	667
288	682
288	748
288	825
288	853
288	878
288	948
289	651
289	761
289	849
290	961
291	388
291	562
291	696
291	969
291	978
292	105
292	365
292	444
292	542
292	836
292	882
293	1
293	514
293	557
293	661
293	875
294	50
294	322
294	466
294	534
294	691
294	739
294	882
294	892
295	423
295	735
296	9
296	90
296	157
296	221
297	63
297	111
297	135
297	299
297	395
297	401
297	426
298	92
298	458
298	462
299	83
299	273
299	297
299	382
299	413
299	664
299	701
300	33
300	100
300	140
300	492
301	104
301	350
301	521
301	626
302	35
302	848
303	226
303	671
303	678
304	274
304	882
304	944
305	173
305	618
306	99
306	250
306	388
306	450
306	517
306	796
307	188
307	572
307	585
307	620
307	848
308	129
308	553
308	671
308	822
308	891
309	79
309	241
309	359
309	384
309	397
309	810
309	942
310	552
310	943
311	128
311	205
311	221
311	817
311	879
312	29
312	116
312	201
312	502
312	521
312	562
312	817
312	838
313	320
313	379
313	638
313	653
313	857
313	862
313	873
313	1005
314	240
314	278
314	327
314	444
314	452
314	603
314	800
314	930
315	62
315	85
315	139
315	412
315	608
316	273
316	659
316	834
316	900
316	933
316	985
316	1002
317	240
318	124
318	183
318	346
318	716
318	828
319	33
319	128
319	223
319	633
319	845
320	313
320	365
320	765
320	902
320	934
320	1005
321	54
321	483
321	812
321	890
322	124
322	294
322	350
322	1001
323	68
323	135
323	352
323	480
323	505
323	601
323	695
323	832
323	990
324	126
324	155
324	575
324	620
325	373
325	725
325	973
326	15
326	107
326	231
326	280
326	345
326	348
326	477
326	634
326	642
326	707
327	128
327	172
327	314
327	606
327	891
327	924
328	263
328	524
328	830
328	950
329	129
329	333
329	402
329	593
329	697
329	950
330	38
330	178
330	383
330	756
330	879
330	887
331	420
331	852
331	889
331	964
332	72
332	132
332	252
332	727
332	933
333	149
333	329
333	497
333	663
334	624
334	786
334	902
335	55
335	95
335	171
335	235
335	565
335	803
336	421
336	504
336	546
336	873
336	881
336	926
337	266
337	484
337	533
337	730
337	740
337	771
337	812
338	84
338	440
338	782
338	833
338	860
339	160
339	415
339	489
339	516
339	577
339	591
339	918
340	710
341	221
341	233
341	503
341	847
342	65
342	531
342	549
342	702
342	721
343	39
343	102
343	122
343	575
343	603
343	692
343	944
343	965
344	619
344	655
344	788
345	9
345	168
345	326
345	399
345	478
345	570
345	600
345	689
346	186
346	318
346	786
346	793
346	885
346	967
347	405
347	437
347	583
347	831
347	961
348	74
348	326
348	786
348	913
349	133
349	146
350	172
350	301
350	322
350	709
350	941
351	95
351	199
351	689
352	217
352	323
352	700
352	813
353	171
353	378
353	401
353	628
353	644
353	698
353	844
354	4
354	767
354	882
354	993
355	13
355	28
356	753
357	636
357	643
357	697
358	15
358	257
358	366
359	79
359	158
359	309
359	663
359	775
359	803
359	849
359	892
360	157
360	597
361	102
361	405
361	544
362	157
362	263
362	542
362	694
363	211
363	232
363	403
363	438
363	577
363	627
364	36
365	245
365	292
365	320
365	564
365	805
365	872
366	358
366	484
366	715
366	769
366	820
366	904
366	921
366	987
367	38
367	918
368	74
368	402
368	545
368	604
369	74
369	84
369	454
369	843
369	856
370	3
370	679
370	721
370	870
371	249
371	580
371	906
372	28
372	221
372	243
372	509
372	597
372	816
373	106
373	123
373	325
373	382
373	416
373	427
373	642
374	159
375	185
375	674
375	680
376	388
376	771
377	36
377	243
377	403
377	626
378	90
378	91
378	124
378	353
378	564
378	643
379	313
379	641
379	742
379	810
380	241
380	773
381	7
381	68
381	71
382	130
382	196
382	299
382	373
382	422
382	593
382	916
383	330
383	481
383	605
383	615
383	723
383	1003
384	60
384	309
384	813
385	24
385	60
385	194
385	207
385	467
385	615
385	758
385	882
385	999
386	523
386	958
387	405
387	537
387	637
387	684
387	734
387	826
387	877
388	86
388	211
388	231
388	291
388	306
388	376
388	401
388	598
389	241
389	545
389	819
390	75
390	117
390	454
390	463
390	510
390	761
390	879
391	124
391	142
391	543
391	579
391	632
391	821
392	21
392	221
392	281
392	507
392	549
392	782
392	932
392	994
393	72
393	423
393	578
393	692
394	500
394	662
394	750
394	877
394	946
395	224
395	297
396	689
397	309
398	709
398	717
398	781
398	880
398	982
399	345
399	539
399	623
399	653
400	39
400	111
400	186
400	216
400	690
400	699
400	898
401	234
401	258
401	297
401	353
401	388
401	583
401	834
401	932
401	990
402	329
402	368
402	423
402	678
402	679
402	699
402	863
402	937
403	59
403	86
403	123
403	252
403	363
403	377
403	519
403	752
403	821
404	40
404	127
404	178
404	699
404	841
404	878
404	915
405	72
405	175
405	347
405	361
405	387
405	480
405	508
405	664
405	676
405	686
406	137
406	818
407	439
408	82
409	83
409	122
409	736
409	874
409	912
409	992
410	0
410	805
410	920
411	229
411	284
411	472
411	676
411	943
412	32
412	315
412	713
412	771
413	299
413	626
413	847
413	939
414	72
414	526
415	149
415	339
415	563
415	651
415	677
415	797
415	939
416	53
416	286
416	288
416	373
417	64
417	185
417	757
418	150
418	188
418	514
418	610
418	859
419	16
419	27
419	149
419	208
419	481
419	508
419	521
419	564
419	823
419	849
419	856
420	331
421	336
421	445
421	652
421	656
421	744
422	11
422	39
422	226
422	284
422	382
422	693
423	22
423	26
423	160
423	164
423	284
423	295
423	393
423	402
423	611
423	717
424	37
424	116
424	139
424	745
424	805
424	893
425	1
425	191
425	197
425	254
425	473
425	600
425	781
425	835
425	917
426	19
426	297
426	501
426	636
426	650
426	979
427	373
427	766
427	1003
428	255
428	277
428	478
428	795
428	809
429	205
429	273
429	438
429	623
429	757
429	792
429	810
430	22
430	928
431	42
431	144
431	255
431	560
431	691
431	823
431	911
431	945
431	949
432	122
432	439
432	449
432	455
432	594
433	590
433	932
433	936
434	277
434	837
434	942
434	968
435	108
435	464
435	504
435	553
435	587
435	711
435	888
435	893
436	105
436	118
436	161
436	165
436	189
436	466
436	581
436	668
437	11
437	149
437	347
437	547
437	655
438	121
438	363
438	429
438	459
438	560
438	579
438	607
438	637
438	798
438	851
438	866
439	407
439	432
439	727
439	779
439	841
440	115
440	202
440	234
440	338
440	602
440	700
440	801
441	80
441	153
441	278
441	589
441	746
441	856
441	901
441	919
442	184
442	498
442	576
442	687
442	833
442	880
442	911
442	934
443	111
443	658
443	663
443	747
444	292
444	314
444	799
445	205
445	269
445	279
445	421
445	695
446	74
447	456
447	497
447	536
447	983
448	58
448	562
449	124
449	158
449	204
449	205
449	432
449	569
449	819
449	943
450	67
450	116
450	306
450	522
450	612
450	891
450	956
450	979
451	271
452	70
452	186
452	314
452	600
452	696
452	801
454	369
454	390
454	902
454	914
455	432
455	562
456	14
456	447
456	629
456	941
457	0
457	65
457	68
457	71
457	157
457	197
457	509
457	563
457	625
457	641
457	950
458	298
458	525
458	571
458	688
458	763
458	860
458	885
459	438
459	484
459	526
459	631
459	731
459	758
459	772
460	58
461	17
461	176
461	251
461	268
461	630
461	725
462	109
462	159
462	298
462	602
462	603
462	885
462	922
463	194
463	390
463	917
464	25
464	180
464	435
464	606
464	980
465	227
465	672
465	744
465	804
466	294
466	436
466	638
466	721
467	30
467	385
467	590
467	627
467	810
467	886
468	46
468	117
468	222
468	751
468	948
469	169
469	555
469	854
469	895
469	972
469	974
470	72
470	250
470	635
470	636
470	826
471	204
471	490
471	530
471	671
471	837
471	918
471	942
472	188
472	411
472	527
472	567
472	887
472	972
473	40
473	263
473	425
473	533
473	697
474	146
474	178
474	655
474	752
474	839
475	63
475	282
475	571
475	597
475	699
476	149
476	497
476	511
476	718
476	852
476	992
477	326
477	549
477	710
477	762
477	853
477	856
478	217
478	345
478	428
478	788
478	889
478	895
479	121
479	511
479	601
479	691
479	841
480	4
480	10
480	23
480	175
480	323
480	405
480	563
480	638
480	650
480	871
480	904
480	909
480	962
481	24
481	383
481	419
481	602
481	628
481	879
481	996
482	227
482	547
482	804
482	850
482	886
482	1003
483	207
483	321
483	892
483	915
484	78
484	142
484	181
484	190
484	217
484	337
484	366
484	459
484	940
485	506
486	81
486	727
487	95
487	278
487	712
487	995
488	66
488	246
488	614
488	725
489	54
489	195
489	339
489	503
489	618
490	79
490	196
490	471
491	105
491	571
491	679
492	300
492	589
492	688
492	821
493	500
494	180
494	499
495	61
495	197
495	721
495	817
495	857
495	961
495	989
496	238
496	597
496	820
496	846
497	178
497	333
497	447
497	476
497	560
497	644
497	669
498	442
498	526
498	640
498	767
498	852
498	912
498	971
499	36
499	76
499	494
499	562
499	680
500	280
500	394
500	493
500	621
500	889
501	236
501	426
501	594
501	737
501	934
502	312
502	837
503	0
503	46
503	341
503	489
503	568
503	733
503	873
504	116
504	336
504	435
504	528
504	653
504	803
505	128
505	323
505	506
505	580
505	644
506	67
506	98
506	258
506	278
506	485
506	505
506	789
506	955
507	29
507	37
507	392
507	529
507	924
508	405
508	419
508	552
508	837
509	372
509	457
509	726
509	857
509	882
510	390
510	735
511	53
511	476
511	479
511	773
511	834
512	217
512	833
512	877
513	7
513	8
513	22
513	59
513	75
513	536
513	667
514	217
514	293
514	418
514	539
515	739
516	339
516	563
516	651
516	848
517	16
517	75
517	306
517	669
518	2
518	60
518	249
518	742
518	850
518	903
519	171
519	227
519	403
519	587
519	615
519	618
521	301
521	312
521	419
521	556
521	645
521	919
521	987
522	42
522	450
522	546
522	969
523	113
523	134
523	386
523	829
524	136
524	328
524	989
525	129
525	144
525	458
525	731
525	736
525	846
526	144
526	226
526	241
526	414
526	459
526	498
526	589
526	760
526	763
526	881
526	935
527	126
527	192
527	472
527	1004
528	101
528	216
528	263
528	504
528	885
529	2
529	76
529	507
529	635
529	786
529	958
529	959
529	966
530	471
531	31
531	58
531	81
531	124
531	342
531	832
531	869
531	930
531	984
531	1004
532	170
532	565
532	905
533	134
533	337
533	473
533	855
533	975
534	219
534	294
534	605
534	700
535	129
535	607
535	844
536	447
536	513
536	954
537	55
537	102
537	120
537	387
538	158
538	254
538	769
539	399
539	514
539	544
539	653
539	750
539	974
540	236
540	651
540	787
540	806
540	823
540	944
540	999
541	53
542	103
542	292
542	362
542	551
542	756
543	391
543	598
544	99
544	118
544	361
544	539
544	887
545	19
545	97
545	368
545	389
545	808
546	336
546	522
546	562
546	887
546	913
547	138
547	173
547	237
547	437
547	482
547	577
547	762
547	971
548	236
548	746
548	879
548	924
549	19
549	32
549	342
549	392
549	477
549	627
550	20
550	38
550	98
550	136
550	557
550	881
551	542
551	691
551	811
551	887
552	13
552	310
552	508
552	646
552	917
553	77
553	308
553	435
553	856
554	140
554	167
554	202
554	819
554	938
555	469
555	574
556	521
556	586
556	820
556	870
557	60
557	125
557	246
557	293
557	550
557	874
558	12
558	586
559	34
559	183
559	583
560	32
560	64
560	171
560	191
560	431
560	438
560	497
560	567
560	921
560	994
561	16
561	34
561	201
561	212
561	276
561	770
561	786
562	121
562	206
562	291
562	312
562	448
562	455
562	499
562	546
563	6
563	415
563	457
563	480
563	516
563	683
564	365
564	378
564	419
564	583
564	940
565	130
565	187
565	253
565	335
565	532
565	711
565	935
566	174
566	214
566	638
566	728
567	472
567	560
567	914
568	80
568	221
568	503
568	732
568	779
569	265
569	449
569	732
569	843
570	74
570	345
570	646
571	122
571	126
571	250
571	458
571	475
571	491
571	815
571	864
572	307
572	775
572	973
573	33
573	154
574	204
574	555
574	618
574	648
575	69
575	221
575	324
575	343
575	585
575	788
575	935
575	943
576	88
576	442
576	646
576	649
576	777
577	149
577	339
577	363
577	547
577	642
578	393
578	631
578	658
578	663
578	901
578	923
579	154
579	391
579	438
579	595
580	167
580	371
580	505
580	836
580	909
580	986
581	7
581	56
581	436
581	604
581	872
582	17
582	200
582	806
583	31
583	198
583	347
583	401
583	559
583	564
583	612
583	794
583	839
584	89
584	932
585	307
585	575
585	878
585	985
586	111
586	117
586	556
586	558
586	711
586	787
586	804
586	908
587	93
587	435
587	519
587	619
587	720
587	778
588	13
588	152
588	189
588	680
588	717
588	747
588	882
589	211
589	218
589	441
589	492
589	526
590	9
590	433
590	467
590	879
591	339
591	751
591	821
591	866
592	143
592	868
593	329
593	382
594	432
594	501
594	816
594	982
595	72
595	117
595	579
595	922
596	719
597	102
597	177
597	360
597	372
597	475
597	496
597	647
597	653
597	697
597	710
597	786
597	819
597	958
597	979
598	240
598	388
598	543
598	640
598	806
599	653
599	690
600	345
600	425
600	452
601	60
601	106
601	180
601	323
601	479
601	767
601	851
602	247
602	440
602	462
602	481
602	819
602	823
602	934
602	984
603	314
603	343
603	462
603	848
603	857
604	368
604	581
604	720
605	78
605	383
605	534
605	696
605	712
606	15
606	203
606	225
606	327
606	464
606	634
607	103
607	159
607	438
607	535
607	828
607	1001
608	215
608	315
609	269
609	660
609	678
610	418
610	625
610	860
611	18
611	70
611	225
611	423
611	728
611	817
612	450
612	583
612	898
613	637
614	39
614	254
614	488
614	668
614	728
614	799
614	913
614	1000
615	383
615	385
615	519
615	798
615	964
616	11
616	242
616	677
616	847
616	889
616	969
617	65
617	134
617	146
617	652
617	849
617	910
618	14
618	277
618	305
618	489
618	519
618	574
618	1000
619	30
619	41
619	344
619	587
619	702
619	726
619	771
620	307
620	324
620	750
620	862
620	904
621	40
621	211
621	500
622	171
622	209
622	638
622	781
622	839
623	96
623	269
623	399
623	429
624	165
624	209
624	334
624	674
624	724
624	807
624	966
625	26
625	457
625	610
625	669
625	998
626	5
626	96
626	113
626	301
626	377
626	413
626	831
626	907
626	930
627	363
627	467
627	549
627	799
628	93
628	272
628	353
628	481
628	674
628	871
629	188
629	456
629	736
629	974
630	461
630	646
631	36
631	85
631	237
631	459
631	578
631	948
632	89
632	391
632	758
632	887
633	319
633	663
633	909
634	326
634	606
634	860
634	913
634	983
635	470
635	529
635	696
635	712
635	787
635	831
636	184
636	357
636	426
636	470
636	783
637	142
637	387
637	438
637	613
638	313
638	466
638	480
638	566
638	622
638	761
639	167
639	903
640	498
640	598
640	761
640	763
641	379
641	457
641	920
642	146
642	326
642	373
642	577
642	753
642	765
642	914
643	66
643	220
643	357
643	378
643	978
644	19
644	353
644	497
644	505
645	155
645	271
645	521
645	887
646	552
646	570
646	576
646	630
646	891
646	947
647	11
647	597
647	695
648	143
648	231
648	574
648	746
648	759
648	795
649	576
649	664
649	779
649	797
649	880
649	890
650	286
650	426
650	480
650	684
650	865
650	905
650	942
651	34
651	122
651	289
651	415
651	516
651	540
651	878
652	57
652	421
652	617
652	772
652	773
652	827
652	954
653	313
653	399
653	504
653	539
653	597
653	599
653	714
653	806
653	898
654	141
654	156
654	230
654	997
655	221
655	344
655	437
655	474
655	779
656	421
656	706
656	777
656	832
656	873
656	937
657	177
657	791
657	1002
658	60
658	72
658	220
658	254
658	443
658	578
658	659
658	694
658	765
658	821
659	173
659	316
659	658
659	692
660	38
660	609
660	683
660	902
661	235
661	293
661	824
662	394
662	735
662	738
662	789
662	875
662	929
663	333
663	359
663	443
663	578
663	633
663	757
663	816
664	299
664	405
664	649
664	685
664	715
665	164
665	182
665	191
665	193
665	680
665	714
666	75
666	96
666	211
666	225
666	868
667	146
667	288
667	513
667	704
668	241
668	436
668	614
668	752
668	883
668	969
669	60
669	111
669	497
669	517
669	625
669	760
669	815
669	940
669	986
670	715
670	735
670	853
670	879
671	1
671	286
671	303
671	308
671	471
671	680
671	792
671	835
671	859
672	39
672	56
672	111
672	465
672	905
673	73
673	201
673	688
674	47
674	375
674	624
674	628
674	890
674	935
674	936
675	257
675	791
676	79
676	232
676	405
676	411
676	764
677	247
677	415
677	616
677	741
678	303
678	402
678	609
679	2
679	370
679	402
679	491
679	999
680	56
680	375
680	499
680	588
680	665
680	671
681	106
681	224
681	782
681	805
681	973
682	229
682	288
682	934
683	80
683	563
683	660
684	29
684	142
684	285
684	387
684	650
685	26
685	48
685	149
685	223
685	247
685	664
685	928
685	982
686	405
686	762
686	793
686	819
686	858
686	940
687	11
687	24
687	43
687	285
687	442
687	928
688	458
688	492
688	673
688	743
688	798
688	856
689	345
689	351
689	396
689	889
690	139
690	182
690	400
690	599
690	707
690	971
691	58
691	111
691	294
691	431
691	479
691	551
691	855
691	940
691	974
692	279
692	343
692	393
692	659
693	110
693	161
693	422
693	839
694	136
694	362
694	658
694	759
694	930
695	21
695	323
695	445
695	647
695	949
696	63
696	147
696	286
696	291
696	452
696	605
696	635
696	717
697	329
697	357
697	473
697	597
697	700
697	734
697	765
697	812
697	888
697	917
698	111
698	116
698	232
698	353
698	704
698	783
698	836
699	140
699	400
699	402
699	404
699	475
699	824
699	877
700	105
700	352
700	440
700	534
700	697
701	77
701	299
701	707
702	236
702	342
702	619
702	735
702	933
703	716
704	280
704	667
704	698
